Series Name,Series Code,Country Name,Country Code,1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Adults (ages 15+) and children (0-14 years) living with HIV,SH.HIV.TOTL,Lower middle income,LMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adults (ages 15+) and children (0-14 years) living with HIV,SH.HIV.TOTL,Middle income,MIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adults (ages 15+) and children (0-14 years) living with HIV,SH.HIV.TOTL,Upper middle income,UMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adults (ages 15+) and children (0-14 years) living with HIV,SH.HIV.TOTL,High income,HIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,OECD members,OED,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,Low income,LIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,Lower middle income,LMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,Middle income,MIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,Upper middle income,UMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,High income,HIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adults (ages 15+) living with HIV,SH.DYN.AIDS,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adults (ages 15+) living with HIV,SH.DYN.AIDS,OECD members,OED,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adults (ages 15+) living with HIV,SH.DYN.AIDS,Low income,LIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adults (ages 15+) living with HIV,SH.DYN.AIDS,Lower middle income,LMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adults (ages 15+) living with HIV,SH.DYN.AIDS,Middle income,MIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adults (ages 15+) living with HIV,SH.DYN.AIDS,Upper middle income,UMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adults (ages 15+) living with HIV,SH.DYN.AIDS,High income,HIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,OECD members,OED,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,Low income,LIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,Lower middle income,LMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,Middle income,MIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,Upper middle income,UMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,High income,HIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,OECD members,OED,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Low income,LIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Lower middle income,LMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Middle income,MIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Upper middle income,UMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,High income,HIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,OECD members,OED,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Low income,LIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Lower middle income,LMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Middle income,MIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Upper middle income,UMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,High income,HIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Least developed countries: UN classification,LDC,90.56884572,90.88729137,91.04682178,91.07719572,91.63137908,91.91878468,92.01924272,91.99399562,91.8700348,92.33929338,92.57954718,92.62812749,92.51457198,92.26357144,92.55678782,92.58489677,92.41450743,92.10790571,91.70119163,91.57096244,91.29917852,90.89870532,90.35869732,89.66974779,89.53082305,89.18079844,88.67387127,88.07773829,87.43600967,87.12569266,86.72340653,86.25821894,85.74382954,85.1786343,84.9525489,84.62785433,84.21307139,83.71917142,83.15506846,82.63855153,82.01896657,81.31665013,80.55034283,79.73535168,78.99455762,78.1989936,77.36254908,76.49737668,75.61304556,74.85702169
Age dependency ratio (% of working-age population),SP.POP.DPND,OECD members,OED,62.17265607,61.79862453,61.34566446,60.80109938,60.46945862,60.00985711,59.44153376,58.78979913,58.0744076,57.29891555,56.49660132,55.71479027,54.99620049,54.36450556,54.01671536,53.69720386,53.40863,53.1528507,52.9313083,52.81987129,52.73315535,52.64943019,52.52998721,52.35468392,52.23056793,52.02216605,51.76609143,51.51435908,51.29489141,51.05230754,50.86384982,50.70684226,50.54548927,50.37117251,50.34732009,50.28651028,50.2358777,50.2672128,50.41732124,50.71128227,51.06349662,51.47393312,51.91684891,52.37280766,52.79527454,53.22317308,53.65085819,54.07698184,54.50879292,54.97446862
Age dependency ratio (% of working-age population),SP.POP.DPND,Low income,LIC,91.37147438,91.61162526,91.71434475,91.76141782,92.27010809,92.64183053,92.89964701,93.02671852,93.01145197,93.60158647,93.97618952,94.1515399,94.15528002,94.02777529,94.56412588,94.814277,94.86813752,94.80933604,94.67963625,94.80662726,94.79850178,94.67572663,94.43243017,94.056472,94.38343128,94.48511278,94.41691687,94.23611599,93.97301805,94.02816842,93.9086909,93.66301679,93.32763155,92.9141803,92.83618675,92.62156029,92.27879176,91.8085821,91.21498431,90.70293044,90.04486588,89.2677152,88.40445821,87.48079575,86.70968034,85.85233798,84.92518454,83.94102162,82.91610071,82.03030623
Age dependency ratio (% of working-age population),SP.POP.DPND,Lower middle income,LMC,83.6291141,83.33703697,82.9132217,82.3711426,82.27540674,81.97865711,81.54721909,81.05906176,80.56126137,80.42613251,80.22985104,79.96701096,79.60751097,79.13678919,79.04051848,78.72670916,78.24507046,77.65090636,76.99341157,76.51983168,75.92565091,75.20719497,74.3485957,73.35056468,72.48404496,71.49193044,70.40153458,69.25924353,68.10522316,67.24860728,66.36354885,65.46470736,64.56580578,63.67644923,62.94631267,62.2252814,61.51765743,60.82266662,60.13973652,59.60507783,59.04773339,58.49038894,57.96110938,57.47137384,57.08785161,56.73192102,56.39055058,56.04463022,55.6866954,55.42032622
Age dependency ratio (% of working-age population),SP.POP.DPND,Middle income,MIC,80.66650391,80.41929941,79.98959123,79.33348664,78.76285629,77.9745336,77.0093287,75.93650108,74.819454,73.80503583,72.82218563,71.86287458,70.92139115,70.00951223,69.53416225,69.01357388,68.47044636,67.89957574,67.29349565,67.01065239,66.47544186,65.78169293,65.04551224,64.31585695,63.38069542,62.60242305,61.84968039,60.95253383,59.86385111,59.03941148,58.00994812,56.88389573,55.82191236,54.897933,54.1663525,53.53756073,53.0025892,52.52137757,52.07507178,51.77442221,51.48267317,51.22720996,51.03935327,50.93062402,50.95734554,51.03473502,51.14083297,51.23187853,51.28293084,51.36175231
Age dependency ratio (% of working-age population),SP.POP.DPND,Upper middle income,UMC,77.97245577,77.76037678,77.31569242,76.53971283,75.50981317,74.23577376,72.73587346,71.0698621,69.31248356,67.39335189,65.58663915,63.87633795,62.27980878,60.84707242,59.91373932,59.11287477,58.43735888,57.81714054,57.17693324,57.01636062,56.45993921,55.70745465,55.0199697,54.49834326,53.40689872,52.78374855,52.32652014,51.62373388,50.52688803,49.65503773,48.37258163,46.89271498,45.54698333,44.48876165,43.6611115,43.04868013,42.63190759,42.32381159,42.08195224,41.99359348,41.96914252,42.03191736,42.21727157,42.5362604,43.03537602,43.62411083,44.26180554,44.87490451,45.41496785,45.90053893
Age dependency ratio (% of working-age population),SP.POP.DPND,High income,HIC,58.39192718,57.95416184,57.45636342,56.88743056,56.53062863,56.06825147,55.51519616,54.88761777,54.20343574,53.49051183,52.74878562,52.03276847,51.39277168,50.85631117,50.63177558,50.44329199,50.29292677,50.17560953,50.08416541,50.11199346,50.14495471,50.16917994,50.13649436,50.02585749,49.97105522,49.82454668,49.62919852,49.44512459,49.29669929,49.10610309,48.96547666,48.85117782,48.72436835,48.58098296,48.57324503,48.53879357,48.52697563,48.61119244,48.82706213,49.20597574,49.64291713,50.14461953,50.69234772,51.26848835,51.83434572,52.43034071,53.0407958,53.64795956,54.25313534,54.87837172
"Age dependency ratio, old",SP.POP.DPND.OL,Least developed countries: UN classification,LDC,5.695336462,5.740595557,5.768735444,5.78160043,5.847138854,5.888642845,5.910107621,5.915143043,5.906206453,5.943185498,5.95623661,5.948311786,5.922465498,5.881463328,5.926539374,5.953906227,5.965420478,5.962749096,5.947867756,5.985646145,6.007745634,6.017326001,6.018061141,6.013213448,6.050411249,6.073469141,6.083918962,6.081811229,6.067634046,6.088787237,6.093614807,6.08738428,6.075325787,6.060407257,6.097870386,6.125660217,6.143651046,6.151039012,6.148462959,6.173756056,6.186752767,6.189912405,6.185340436,6.175563438,6.192472626,6.201660686,6.208107834,6.217401865,6.233567799,6.282160513
"Age dependency ratio, old",SP.POP.DPND.OL,OECD members,OED,15.50903705,15.67537814,15.82708672,15.96497139,16.18272998,16.38772307,16.5615864,16.67060321,16.69831404,16.68091748,16.57915368,16.44935654,16.36388487,16.36103435,16.48979277,16.67317075,16.89225502,17.11546649,17.32556006,17.56000438,17.77730377,17.97812006,18.16239054,18.3326047,18.53505842,18.71362981,18.87909592,19.04311576,19.21552747,19.40947437,19.60955249,19.81485108,20.01767706,20.21875261,20.45432012,20.67778402,20.91444496,21.20460407,21.57592023,21.99385821,22.48707883,23.03272186,23.59634007,24.15996729,24.69432048,25.21595483,25.73568693,26.26962936,26.83547787,27.42731631
"Age dependency ratio, old",SP.POP.DPND.OL,Low income,LIC,5.675538568,5.692209847,5.692672965,5.680337482,5.740627762,5.786192886,5.818786267,5.838008818,5.843521906,5.87787855,5.887698082,5.878068617,5.854699607,5.821074038,5.871589356,5.907359272,5.928707326,5.93547756,5.928582277,5.96758147,5.991974597,6.00598286,6.0151856,6.023794499,6.043421246,6.050489023,6.046067161,6.028958426,5.998448548,6.004306575,5.993019275,5.970019461,5.94106527,5.909721388,5.935742331,5.95107923,5.956362238,5.952150445,5.940042212,5.962913011,5.974723683,5.97515408,5.96285709,5.939061129,5.93598463,5.919199075,5.898352896,5.884942672,5.885267609,5.910203305
"Age dependency ratio, old",SP.POP.DPND.OL,Lower middle income,LMC,6.758598652,6.792981284,6.80953911,6.809813466,6.873984751,6.917384652,6.94019068,6.941439832,6.922824829,6.947445235,6.94648716,6.928804915,6.903829149,6.877854443,6.910682492,6.932447846,6.946287815,6.95532742,6.958913112,7.02902251,7.089154187,7.136602298,7.167764017,7.184190101,7.252287425,7.300126508,7.334738781,7.364048031,7.393040771,7.462021288,7.521391955,7.567654433,7.595154489,7.603499184,7.655396083,7.690500054,7.714437294,7.733374732,7.752030781,7.817010324,7.877504405,7.943050857,8.024481025,8.129728085,8.289890879,8.463854529,8.648912367,8.840746161,9.03817558,9.268512175
"Age dependency ratio, old",SP.POP.DPND.OL,Middle income,MIC,7.347232911,7.420166347,7.482138293,7.53462321,7.638459201,7.727969593,7.798315262,7.842508123,7.859588972,7.900092119,7.911628346,7.904669492,7.891111841,7.878311375,7.913040293,7.938227999,7.962320752,7.995092298,8.039514502,8.139465552,8.243272552,8.344067325,8.431694042,8.502238408,8.606341596,8.686794146,8.751585578,8.809857826,8.867088501,8.961581737,9.047881359,9.121000834,9.171802173,9.199255783,9.25975283,9.302975025,9.34165307,9.389474642,9.454737233,9.576525687,9.705089048,9.854915107,10.04605229,10.2900869,10.61777545,10.98873725,11.38232056,11.76974463,12.135374,12.50192847
"Age dependency ratio, old",SP.POP.DPND.OL,Upper middle income,UMC,7.86504756,7.973260737,8.077295784,8.178695347,8.31901708,8.451528096,8.566169151,8.650364663,8.701187292,8.755166011,8.776988168,8.779637415,8.777801369,8.77928541,8.818325238,8.850299861,8.888849293,8.94979164,9.040099112,9.177713204,9.331341251,9.491303536,9.64318433,9.779393795,9.926445937,10.05229974,10.16343463,10.26614007,10.36427609,10.49748767,10.62040809,10.72823071,10.81171003,10.87090339,10.95362199,11.02144527,11.09411757,11.19283676,11.33023398,11.53619887,11.76199725,12.03039906,12.37334452,12.80855829,13.36736627,14.01072155,14.70061993,15.37776379,16.00783753,16.60535696
"Age dependency ratio, old",SP.POP.DPND.OL,High income,HIC,15.99004736,16.17597019,16.34764069,16.50568398,16.75146967,16.98552419,17.18796718,17.3207543,17.36926002,17.36497058,17.27077796,17.14785862,17.07332314,17.08888822,17.24809315,17.46737024,17.72635421,17.99020589,18.23923418,18.51429646,18.80019527,19.03446691,19.2477678,19.41619696,19.6447813,19.84396061,20.02594189,20.20777853,20.39917005,20.61432679,20.8374581,21.06354217,21.2755921,21.4731975,21.70104499,21.90496865,22.11762801,22.39426663,22.76866736,23.21197052,23.74166221,24.33414521,24.94963308,25.56758329,26.17285873,26.77105351,27.37012462,27.98450469,28.62974268,29.29900237
